id,homeTeam,awayTeam,spread_pick,ml_pick,ou_pick,spread_conf,ou_conf,ml_conf,predicted_margin,predicted_total
401773758,Minot State,Minnesota Duluth,No line,No line,No line,,,0.10672554,1.0672554,49.344578
401773766,Jamestown College,Northern State,No line,No line,No line,,,0.10672554,1.0672554,49.344578
401773741,Bemidji State,University of Mary,No line,No line,No line,,,0.10672554,1.0672554,49.344578
401773774,Wayne State (NE),Augustana University (SD),No line,No line,No line,,,0.10672554,1.0672554,49.344578
401767169,UT Martin,Charleston Southern,No line,No line,No line,,,0.009543429,0.09543429,49.3468
401767222,Western Illinois,Southeast Missouri State,No line,No line,No line,,,0.042847157,0.42847157,49.3468
401767303,West Georgia,Utah Tech,No line,No line,No line,,,0.07029458,0.7029458,49.3468
401761651,Georgia State,Marshall,Georgia State +7.5,No value,Under,3.3519229888916016,3.1301918029785156,1.0851923,-10.851923,58.36981
401773949,UVA Wise,Emory & Henry College,No line,No line,No line,,,0.10672554,1.0672554,49.344578
401767740,Richmond,Lafayette,No line,No line,No line,,,0.17565261,1.7565261,50.47588
401767643,St. Thomas (MN),Presbyterian,No line,No line,No line,,,0.116108894,1.161089,48.48073
401767147,Campbell,Elon,No line,No line,No line,,,0.17565261,1.7565261,50.47588
401773164,Wartburg,Buena Vista,No line,No line,No line,,,0.10672554,1.0672554,49.344578
401773043,Central College,Coe College,No line,No line,No line,,,0.042847157,0.42847157,49.3468
401773184,Loras College,Luther,No line,No line,No line,,,0.008069029,-0.080690295,48.324036
401773193,Nebraska Wesleyan,Simpson College (IA),No line,No line,No line,,,0.10672554,1.0672554,49.344578
401773257,Hardin-Simmons,East Texas Baptist University,No line,No line,No line,,,0.10672554,1.0672554,49.344578
401773265,Howard Payne,Mary Hardin-Baylor,No line,No line,No line,,,0.10672554,1.0672554,49.344578
401777039,Lakeland,St. Norbert,No line,No line,No line,,,0.01920576,0.1920576,48.48073
401776781,Alma,Adrian,No line,No line,No line,,,0.01920576,0.1920576,46.7935
401762506,UAB,North Texas,North Texas -17.5,No value,Under,8.441473960876465,14.034263610839844,0.9058526,-9.058526,54.465736
401767255,Austin Peay,Samford,No line,No line,No line,,,0.042847157,0.42847157,49.3468
401767586,The Citadel,Wofford,No line,No line,No line,,,0.042847157,0.42847157,49.3468
401774349,Rhodes College,Centre College Kentucky,No line,No line,No line,,,0.07646595,0.7646595,49.21583
401774467,Millsaps,Sewanee,No line,No line,No line,,,0.07029458,0.7029458,49.21583
401777593,Belhaven,Huntingdon College (AL),No line,No line,No line,,,0.07029458,0.7029458,49.21583
401777311,Martin Luther,Minnesota Morris,No line,No line,No line,,,0.01920576,0.1920576,48.48073
401774174,Wisconsin-Stevens Pt,Wisconsin-Lacrosse,No line,No line,No line,,,0.01920576,0.1920576,48.48073
401774167,Wisconsin-Eau Claire,Wisconsin-Platteville,No line,No line,No line,,,0.116108894,1.161089,48.48073
401774196,Wisconsin-Stout,Wisconsin-River Falls,No line,No line,No line,,,0.116108894,1.161089,48.48073
401774181,Wisconsin-Oshkosh,Wisconsin-Whitewater,No line,No line,No line,,,0.01920576,0.1920576,48.48073
401773879,South Dakota Mines,Adams State,No line,No line,No line,,,0.10672554,1.0672554,49.344578
401773899,Fort Lewis,Colorado School Of Mines,No line,No line,No line,,,0.33141607,3.3141606,50.810677
401774061,Brockport,Utica,No line,No line,No line,,,0.24056296,2.4056296,49.50127
